network_label,mean_intensity_timeseries
1,"[-6.24908033e+00 -1.12857419e+01 -1.79242299e+01 -2.45956626e+01
 -3.00777501e+01 -3.47354299e+01 -3.77997515e+01 -3.85661391e+01
 -3.75244695e+01 -3.61886038e+01 -1.29731224e+01  1.87524765e+00
  4.78645407e+00  7.86696563e+00  1.03549511e+01  2.23701976e+01
  2.44678972e+01  2.65338380e+01  2.79766762e+01  3.30600689e+01
  2.09570251e+01  1.81475542e+01  1.63624618e+01  1.46323813e+01
  1.56252863e+01  2.73255490e+00  6.83107990e+00 -2.03930799e+01
 -2.13917496e+01 -2.11053348e+01 -2.38944887e+01 -1.70940315e+01
 -1.38223864e+00  7.63579873e+00  1.71060730e+01  1.68020561e+01
  1.45453277e+01  5.00584376e+00 -1.22585454e+00 -5.49193776e+00
 -8.02813684e+00 -1.00616998e+01 -1.18407863e+01 -1.35684971e+01
 -1.98024959e+01 -1.92893231e+01 -1.95749318e+01 -2.03692885e+01
 -3.88371383e+00  3.93697496e+00  1.57298705e+01  1.37250653e+01
 -5.39261000e+00  4.42732856e+00  2.43842348e+01  2.63557955e+01
 -1.33052480e+01 -6.76773780e+00 -6.67144393e+00 -4.35159604e-01
  6.26757744e+00 -7.20504002e+00 -1.05535969e+01 -8.10711266e+00
 -2.96823933e-01  1.03592972e+01  2.96229838e+01  1.62658900e+01
  1.19138048e+01 -4.13484638e+00 -3.47564145e+01 -2.50405061e+01
 -1.72098663e+01 -1.10056455e+01 -2.77472468e+00 -4.20116181e+00
 -7.39017811e+00 -5.94015675e+00 -3.47283582e+00  6.44121576e-02
  2.95463539e+00  4.32956891e+00  5.35488544e+00  6.68541579e+00
  8.09729069e+00  9.66489872e+00  1.15182197e+01  1.31343984e+01
  1.33650566e+01  1.13696473e+01  7.83722114e+00  4.38333903e+00
  1.31865082e+00 -1.70995685e+00 -4.83180102e+00 -9.28751451e+00
 -1.52922207e+01 -1.22486241e+01  2.27260878e+01  1.41745923e+01
  1.49340003e+01  1.50763481e+01  1.34908850e+01  1.06523507e+01
  7.35248495e+00  4.85701300e+00  3.63210097e+00  3.21197118e+00
  4.11464311e+00  6.45649728e+00  8.24704109e+00  8.20608561e+00
  7.58871632e+00  7.33446078e+00  6.70018444e+00  5.95715411e+00
  6.26728774e+00  7.62691905e+00  9.75389304e+00  1.17356160e+01
  1.23792097e+01  1.18681719e+01  1.03612811e+01  8.32331161e+00
  6.24877241e+00  3.50626496e+00  2.76299392e-01 -3.03265658e+00
 -6.01499713e+00 -8.61904286e+00 -1.20585867e+01 -1.77905865e+01
 -2.72155409e+01 -1.57584248e+01  4.80762473e+00  2.01012055e+01
  2.95629040e+01  3.44846883e+01  3.56061114e+01  3.37151298e+01
  3.05866176e+01  2.73222713e+01  2.41657932e+01  2.13088317e+01
  1.87856911e+01  1.23336223e+01  1.76038740e+01  1.42331406e+01
  6.95686498e+00  5.58011803e+00  4.22379369e+00  1.32961902e+00
 -3.40573658e+00 -9.54931953e+00 -1.58206174e+01 -2.12208287e+01
 -2.60420017e+01 -3.06932240e+01 -3.44757282e+01 -3.61814275e+01
 -3.54657074e+01 -3.22537557e+01  1.45396801e+00  1.17365592e+01
  2.10202837e+01  3.48079678e+01  3.25317366e+01  3.05773339e+01
  1.12497079e-01 -3.56840406e+00 -1.47992820e+01 -2.49691350e+01
 -3.49292579e+01 -2.43311097e+01 -1.92855834e+01 -1.54079440e+01
 -5.08488591e+00  1.46854585e+00  1.13794429e+01  2.58010066e+01
  4.54081949e+01  2.06054110e+01  1.09928747e+01  3.07655883e+00
 -3.80330219e+00 -9.92520917e+00 -1.51559882e+01 -1.96749583e+01
 -2.50761359e+01 -3.34667043e+01 -4.44394473e+01  1.58313366e+01
  9.49986719e+00 -1.63400285e+01 -2.47189915e+01 -1.05537476e-01
  2.76099727e+01  3.42170234e+01  2.03945136e+01 -1.53672574e+01
  1.96084978e+01 -3.89975063e+00 -1.02019086e+01 -1.50970143e+01
 -1.80593766e+01 -1.96520395e+01 -2.07383110e+01 -9.82746121e+00
  2.46457442e+01  1.36801899e+01  1.44924371e+00  4.54673503e+00
  6.62857079e+00  6.39553994e+00  4.23965301e+00  1.38036961e+00
 -1.06703322e+00 -2.90006736e+00 -1.39521140e+01 -2.30304566e+01
 -2.97691936e+01 -3.27552576e+01 -3.24563300e+01 -1.99735914e+01
 -8.51737573e+00 -7.61321007e+00 -1.14790400e+01 -1.14111388e+01
 -7.23776475e+00 -2.92624235e-01  6.18043453e+00  9.99874932e-01
  7.47267711e+00  8.67480016e+00  8.23430895e+00  6.71191122e+00
  4.33146281e+00  1.20950404e+00 -3.08268514e+00 -7.97658744e+00
 -1.18509721e+01 -1.48424992e+01 -1.75768780e+01 -1.89897857e+01
 -1.83984191e+01 -1.67665728e+01 -1.56473299e+01 -1.54441191e+01
 -1.52021296e+01 -1.50178897e+01 -1.60344334e+01 -1.58249287e+01
 -1.19817409e+01 -9.82941105e+00 -8.62836586e+00 -8.31001131e+00
 -6.49480987e+00 -3.40673607e+00  1.91363598e-01  7.01097679e+00
  8.83219042e+00  9.35795627e+00  8.07262301e+00  5.75968102e+00
  3.25488992e+00  1.04312534e+00  3.40194419e-01  1.22319960e+00
  2.11216154e+00  2.63806665e+00  3.57903508e+00  5.13477533e+00
  7.40115146e+00  9.83702621e+00  1.27177119e+01  1.31491889e+01
  1.56458594e+01  2.03294880e+01  2.46911911e+01  2.73659372e+01
  2.86241618e+01  2.84021424e+01  2.77119530e+01  1.95655615e+01
 -4.01182099e+00 -1.20269823e+00  6.27163611e+00  5.26902418e+00
  2.46340248e+00 -5.05331021e-01 -2.62278046e+00 -4.86213633e+00
 -7.18123357e+00 -1.01904604e+01 -1.62864087e+01 -2.65906863e+01
 -1.85175689e+01 -1.29198901e+01 -8.76647127e+00 -5.06813524e+00
 -1.72092519e+00  2.06424702e+00  1.09392430e+01  1.54213980e+01
  1.59337161e+01 -3.27289419e+00 -2.36735868e+01 -1.87964997e+01
 -1.36882134e+01 -9.18002576e+00 -5.80850658e+00 -3.58558574e+00
 -2.81774395e+00 -3.51004518e+00 -4.81354688e+00 -6.44447962e+00
 -8.68771472e+00 -1.12754732e+01 -1.29545848e+01 -1.33047929e+01
 -1.33447974e+01 -1.56096534e+01 -1.87460423e+01 -2.03742451e+01
 -2.26700385e+01 -2.35033341e+01 -2.31131384e+01 -2.26034824e+01
 -2.29611777e+01 -2.26626328e+01 -2.02887279e+01 -1.59872419e+01
 -8.87263468e+00  2.02641990e+00  2.07228979e+01  1.36580732e+01
  1.30315130e+01  1.18091307e+01  9.97026178e+00  7.94301877e+00
  5.09657614e+00  2.56665104e+00  2.66430624e+00  4.77047069e+00
  6.03567464e+00 -3.50718096e-01 -1.70428984e+00 -3.86183956e+00
 -6.47626465e+00 -8.91924395e+00 -1.18183518e+01 -1.49146439e+01
 -1.60902729e+01 -1.51762232e+01 -1.39271517e+01 -1.35608942e+01
 -1.41127719e+01 -1.45501547e+01 -1.43690015e+01 -1.32329250e+01
 -1.20738794e+01 -1.17614126e+01 -1.07160366e+01 -8.66422414e+00
 -6.78484861e+00 -4.92332162e+00 -2.50464491e+00 -1.22780480e-01
  1.75757956e+00  3.24868796e+00  4.03966076e+00  3.71931858e+00
  3.03589643e+00  3.96625580e+00  5.63530106e+00  4.89970534e+00
 -5.32352084e-01  6.69858705e+00  1.55271704e+01  1.38289821e+01
  2.14075507e+01 -1.56018666e+01 -2.15716205e+01 -2.30132830e+01
 -2.21179701e+01 -1.97445091e+01 -1.82948157e+01 -1.90566700e+01
 -2.22157173e+01 -2.93543604e+01 -4.25425036e+01 -2.84067915e+01
 -1.94002722e+01  1.36606419e+00  5.09533374e+00  6.78786773e+00
  7.79877667e+00  9.11708454e+00  1.04774756e+01  1.22153410e+01
  1.49447136e+01  2.19240572e+01  2.01605512e+01  1.70538066e+01
  9.65271006e+00  4.98553579e+00  1.02447178e-01 -8.24915003e+00
 -1.12963245e+01 -1.31946668e+01 -1.46042410e+01 -1.51760431e+01
 -1.42510258e+01 -1.34708471e+01 -1.39914232e+01 -1.49465052e+01
 -1.64327284e+01 -1.79418139e+01 -1.91037022e+01 -2.04884630e+01
 -2.09213280e+01 -1.96181534e+01 -1.70232663e+01 -1.36768987e+01
 -1.02613138e+01 -7.52095989e+00 -6.08212130e+00 -5.46401841e+00
 -5.23768104e+00 -5.55645177e+00 -5.75402801e+00 -5.12650388e+00
 -4.15408470e+00 -3.73914491e+00 -3.65686768e+00 -1.99638029e+00
 -1.17456884e+00 -8.84100522e-01  3.84253890e-02  3.18474972e+00
  1.01664857e+01  2.19651655e+01  3.41560526e+01  2.26493668e+01
  1.43397257e+01  9.30854845e+00  6.50308451e+00 -2.63829708e+00
 -3.29521208e+00 -2.99280540e+00 -2.05532743e+00 -1.63161054e+00
 -2.04604986e+00 -3.05715751e+00 -5.41646114e+00 -9.06702540e+00
 -1.20276882e+01 -1.41623700e+01 -1.65931031e+01 -1.82121607e+01
 -1.76584559e+01 -1.58586751e+01 -1.49517600e+01 -1.52138423e+01
 -1.56007561e+01 -1.60342301e+01 -1.61890779e+01 -1.63791594e+01
 -1.83075375e+01 -2.14679507e+01 -2.20510647e+01 -2.24903978e+01
 -2.57108396e+01  1.03805573e+01  2.23567060e+01  7.32031183e+00
  3.51356931e+00  1.52766559e+00  1.55548167e+00  2.88567641e+00
  4.00163036e+00  4.17371528e+00  3.55668020e+00  2.95427840e+00
  2.75701158e+00  3.29212710e+00  4.42716287e+00  5.01455019e+00
  4.92876448e+00  4.13050613e+00  2.42972946e+00  8.20224385e-01
  1.31521495e-01 -2.55035680e-01 -1.94402832e+00 -5.34066713e+00
 -9.56391368e+00 -1.40185270e+01 -1.81665841e+01 -2.15544395e+01
 -2.36118972e+01 -1.85266327e+01 -6.10849859e+00  3.40937337e+00
  7.99331638e+00  1.14040258e+01  1.27781287e+01  1.19390645e+01
  9.47143357e+00  6.57486221e+00  3.51841978e+00 -4.33605345e-01
 -5.18479084e+00 -8.80997612e+00 -7.03133856e+00 -6.94881703e+00
 -6.86386025e+00 -6.42284765e+00 -6.38626270e+00 -6.32366210e+00
 -6.63958034e+00 -8.25430907e+00 -1.00209691e+01 -1.10112774e+01
 -1.23246881e+01 -1.39024774e+01 -1.41666363e+01 -1.29819159e+01
 -1.23083941e+01 -1.33532699e+01  2.85507580e+00  1.10271454e+01
  1.80927262e+01  2.39116793e+01  2.78865301e+01  2.55456815e+01
  1.97328808e+01  1.20439715e+01  3.87928926e+00 -2.25285687e+00
 -5.62523747e+00 -7.12944189e+00 -6.83268036e+00 -7.40646901e+00
 -6.23770684e+00 -4.83394243e+00 -6.03433440e+00 -6.73638748e+00
 -6.76717449e+00 -6.39072754e+00 -5.99720669e+00 -5.93490035e+00
 -5.84755867e+00 -4.62030297e+00 -1.81002812e+00  8.32378720e-01
  2.27754357e+00  4.61078953e+00  3.71872496e+00  1.13416955e+00
 -1.87037862e+00 -4.70557309e+00 -6.98308330e+00 -2.05616036e+00
  2.95289179e+00  6.89118686e+00  6.97228310e+00  3.43597415e+00
  3.03031753e+00]"
2,"[-6.45530381e+00 -7.28803493e+00 -7.59706221e+00 -7.52327792e+00
 -7.23655572e+00 -6.45026430e+00 -4.99545956e+00 -3.32525942e+00
 -1.52565951e+00  9.48712325e-01  1.13146141e+01  1.05538595e+01
  6.57976517e+00  3.20424172e+00 -1.04418197e+01 -2.00207352e+01
 -1.79128903e+01 -1.43010900e+01 -8.42145558e+00  1.51797072e+01
  2.17767140e+01  1.89612002e+01  1.52838948e+01  7.23727383e+00
  3.35226840e+00  4.31028878e+00  7.29663053e+00  2.74482105e+00
  3.65447069e+00  4.70736774e+00  9.90771256e-01  5.00956012e-01
 -5.37918117e-01 -4.65016457e+00 -7.46227479e+00 -1.13670233e+01
 -7.24508602e+00 -3.90686117e+00 -2.11989025e+00  2.67819385e-01
  2.84142383e+00  5.25189915e+00  7.15891864e+00  7.87049396e+00
 -6.84338147e-01 -5.40122956e+00 -1.21449998e+01 -1.88224554e+01
 -1.48792525e+01 -9.50793032e+00  6.50953422e+00  9.92094746e+00
  3.67326391e+01  2.40436042e+01  3.60455204e+00  1.46623171e+00
 -2.26010321e+01 -6.68517720e+00  2.13449691e+01  2.27210046e+01
  3.11688592e+01 -3.12041926e+00 -7.79333110e+00 -1.12827160e+01
 -1.41771066e+01 -1.68488971e+01 -5.79041025e+00 -5.14352968e+00
 -1.21628512e+00  4.02664064e+00  1.10442045e+01  8.81995114e+00
  6.77609525e+00  5.45974985e+00 -3.69676072e+00 -4.05542522e+00
 -1.05510903e+00  1.17105257e+00  2.87845459e+00  3.84914405e+00
  4.24289576e+00  4.35649511e+00  4.01551691e+00  3.28071898e+00
  2.88092986e+00  2.78542333e+00  2.50854134e+00  2.07851386e+00
  1.83197208e+00  2.27962288e+00  3.48090519e+00  4.90992621e+00
  5.94273770e+00  6.15244724e+00  5.64273963e+00  4.68541215e+00
  3.23702330e+00 -1.51926356e+01 -2.56790348e+01 -1.12573089e+01
 -5.94136436e+00  4.19626454e-01  7.15778937e+00  1.35068105e+01
  1.94273659e+01  2.44404108e+01  2.76124658e+01  2.87888335e+01
  2.83896120e+01  2.65267104e+01  2.28734983e+01  1.74510045e+01
  1.10454991e+01  4.85820349e+00 -3.47641382e-02 -3.40335894e+00
 -5.51838437e+00 -6.37872387e+00 -6.14199869e+00 -5.24566711e+00
 -4.23346028e+00 -3.64798408e+00 -3.70132538e+00 -4.24991859e+00
 -4.95735714e+00 -5.46960442e+00 -6.07330583e+00 -7.12981185e+00
 -8.28828513e+00 -9.39216215e+00 -1.00460808e+01 -9.43280607e+00
 -7.48844798e+00  1.60367506e+01  1.85781771e+01  2.12102305e+01
  2.26004006e+01  2.24674947e+01  2.12555717e+01  1.85431108e+01
  1.42781658e+01  8.70526707e+00  2.01248040e+00 -4.57893715e+00
 -1.04826918e+01 -2.25854739e+01 -5.57979291e+00  3.95438607e+00
  1.71517254e+01  2.17896953e+01  2.51838766e+01  2.71979734e+01
  2.81150512e+01  2.81376788e+01  2.69131237e+01  2.42991981e+01
  2.11640580e+01  1.79860733e+01  1.41651597e+01  9.91997363e+00
  6.61382083e+00  4.79394175e+00 -6.50681648e+00 -1.13540322e+01
 -1.48994018e+01 -1.84991709e+01 -1.74149689e+01 -1.61736520e+01
 -9.99067844e+00  1.99741228e+01  1.33446906e+01  8.03951015e+00
  2.48569598e+00 -1.73550996e+01 -1.82888618e+01 -1.90982319e+01
 -6.87203190e+00  3.70532196e+00  1.41886644e+01  2.45922909e+01
  1.91528457e+01  8.51528037e+00  4.04469163e+00  2.62322594e-01
 -2.94205690e+00 -6.04615406e+00 -9.24217848e+00 -1.24444606e+01
 -1.56323813e+01 -1.87242047e+01 -2.06563340e+01 -6.14005141e+00
 -1.34902832e+00 -3.14453510e+00  9.09206102e+00  2.85747580e+00
 -1.41841427e+01  2.07240331e+01  2.47755097e+01  2.22986482e+01
 -1.07894052e+01 -9.86437186e+00 -1.11957166e+01 -1.23233184e+01
 -8.66181633e+00 -8.12195225e+00 -7.68011388e+00 -7.27908015e+00
  1.12392753e+00  6.58662790e+00  1.23825759e+01  1.22249249e+01
  1.08799702e+01  8.11830926e+00  4.67027036e+00  1.36646933e+00
 -2.50254066e+00 -7.33115044e+00 -1.88965724e+01 -2.16471042e+01
 -2.35342537e+01 -2.38157713e+01 -2.23740717e+01 -1.10584344e+01
 -1.51933995e+00  8.15162450e+00  5.25412698e+00  3.55396630e+00
  3.05210687e+00  3.84712259e+00  5.88486620e+00  1.71288743e+01
  1.44434439e+01  1.19775474e+01  9.56359221e+00  7.18738943e+00
  4.95920931e+00  3.32698104e+00  1.67981586e+00 -5.80667956e-01
 -2.83375441e+00 -4.44183887e+00 -5.24188350e+00 -5.19277319e+00
 -4.42912226e+00 -3.69277974e+00 -3.90715413e+00 -5.25722073e+00
 -7.16310795e+00 -8.73859134e+00 -7.90181719e+00 -5.96158096e+00
 -1.08641220e+00  1.29012302e+00  4.73528687e+00  6.72159228e+00
  7.41691944e+00  7.89571309e+00  9.02273971e+00  1.32317065e+01
  1.42353258e+01  1.39529997e+01  1.23799640e+01  9.95679178e+00
  7.48596981e+00  5.07316540e+00  2.29227880e+00 -3.88546324e-01
 -2.47366221e+00 -4.11204158e+00 -5.36425977e+00 -5.93413829e+00
 -5.52443073e+00 -4.40963366e+00  1.33832827e+00  4.81945379e+00
  7.77119508e+00  9.44371650e+00  9.48406586e+00  7.50428968e+00
  2.90676258e+00 -5.01891005e+00 -1.67176728e+01 -2.62765358e+01
 -5.28634761e+00  3.90256505e+00  2.55768163e+01  2.35488885e+01
  2.14422863e+01  1.96314143e+01  1.70151437e+01  1.35067695e+01
  9.76399077e+00  6.02444031e+00  2.53183492e+00  2.52114264e-01
  2.32402721e+01  1.88872693e+01  1.53548769e+01  1.26425664e+01
  1.01087893e+01  6.24332820e+00 -4.73538656e+00 -1.12910647e+01
 -2.15100746e+01 -4.89589466e+00  3.12903209e+01  2.69473950e+01
  2.34890348e+01  2.01522061e+01  1.67458159e+01  1.33183746e+01
  9.74077589e+00  5.94745488e+00  1.64986564e+00 -2.48435413e+00
 -5.26635407e+00 -7.04436435e+00 -8.30816696e+00 -8.83241691e+00
 -1.00171748e+01 -1.14496750e+01 -1.19517872e+01 -1.16680895e+01
 -5.44468570e+00 -4.20239842e+00 -3.41890653e+00 -3.27975123e+00
 -3.89031063e+00 -4.97239282e+00 -6.61243752e+00 -9.34915064e+00
 -1.30639431e+01 -1.74111065e+01 -6.21329401e+00  6.18327630e-01
  3.71805745e+00  6.07260181e+00  8.07498775e+00  1.00266458e+01
  1.20020421e+01  1.38759239e+01  1.48228899e+01  1.38515976e+01
  1.12363150e+01  1.48439256e+01  1.66545099e+01  1.72849678e+01
  1.63347419e+01  1.40088888e+01  1.08384586e+01  7.29759845e+00
  4.50619957e+00  3.00811155e+00  2.05722126e+00  7.73689319e-01
 -1.68783194e+00 -5.20465466e+00 -8.43917962e+00 -1.06635066e+01
 -1.21045574e+01 -1.29905788e+01 -1.30780841e+01 -1.19545000e+01
 -9.45994306e+00 -5.76001507e+00 -1.80841200e+00  1.25304515e+00
  3.17947486e+00  4.50801165e+00  6.13890112e+00  8.20193758e+00
  9.86366160e+00  1.10932571e+01  1.25124437e+01  1.38843166e+01
  3.85781466e+00  6.87196753e+00  1.95535811e+01  2.06356814e+01
  8.47818109e+00  2.22759949e+01  1.93110163e+01  1.57635362e+01
  1.21499252e+01  8.87613133e+00  6.11428134e+00  4.17657700e+00
  2.52021061e+00  7.51105104e-01  3.44889655e-02 -3.18259348e+00
 -4.87212452e+00 -5.12601833e+00 -5.47395836e+00 -6.58771479e+00
 -7.56985290e+00 -8.02204547e+00 -7.97161147e+00 -6.98753054e+00
 -5.10184085e+00  5.60000755e-01  1.75308587e+00  2.46124393e+00
  1.82164068e+00  1.34121033e+00  1.01386149e+00 -2.26425865e+00
 -5.84513179e+00 -8.97277900e+00 -1.05708281e+01 -1.09509827e+01
 -1.07053063e+01 -9.87140520e+00 -8.05294270e+00 -4.84851504e+00
 -4.09427937e-02  5.71047338e+00  1.13670970e+01  1.63308872e+01
  1.99998842e+01  2.21391904e+01  2.32989323e+01  2.38140664e+01
  2.33184671e+01  2.16414601e+01  1.89700878e+01  1.55716510e+01
  1.20090015e+01  8.33107136e+00  4.66029575e+00  2.19033444e+00
  1.60861021e+00  2.44326355e+00  3.93877859e+00  8.15456389e+00
  9.94498388e+00  1.00994506e+01  7.61882660e+00  1.95968546e+00
 -6.04164161e+00 -1.53383664e+01 -8.19606124e+00 -9.06289061e+00
 -8.58381546e+00 -7.28188871e+00 -5.47113783e+00  1.48839747e+00
  4.77943147e+00  8.49375556e+00  1.21028183e+01  1.48800931e+01
  1.63000266e+01  1.59727187e+01  1.41040083e+01  1.11156759e+01
  7.37843462e+00  3.34548789e+00 -3.53383458e-01 -2.43120092e+00
 -2.54118122e+00 -1.21502984e+00  8.85264757e-01  3.02853242e+00
  4.81663730e+00  5.74446859e+00  5.65569070e+00  4.48459967e+00
  1.83239312e+00 -2.71355929e+00 -1.60003620e+01 -2.21879475e+01
 -2.68554706e+01 -6.90312864e+00  1.95446430e+01  1.31973965e+01
  1.13578652e+01  9.79053055e+00  8.05993564e+00  6.84483676e+00
  6.54364496e+00  7.04271816e+00  7.33017572e+00  6.31148334e+00
  4.46520837e+00  2.43685147e+00  2.82310705e-01 -1.96311169e+00
 -4.64693502e+00 -7.99254034e+00 -1.14904289e+01 -1.43195190e+01
 -1.61883870e+01 -1.77298096e+01 -1.93994416e+01 -2.06823215e+01
 -2.10122308e+01 -2.02798207e+01 -1.84757513e+01 -1.56155718e+01
 -1.17929793e+01 -2.07264804e+00  6.34116977e+00  1.27228998e+01
  1.57655342e+01  1.82659670e+01  1.91039584e+01  1.82896969e+01
  1.66674267e+01  1.43954893e+01  1.09749165e+01  6.26231527e+00
  9.82914229e-01 -1.17225619e+01 -1.11142358e+01 -1.11188680e+01
 -7.62752572e+00 -3.56673895e+00  8.44620995e-01  5.02039535e+00
  9.14010526e+00  1.31192285e+01  1.64197676e+01  1.84446324e+01
  1.87949554e+01  1.76374653e+01  1.56199043e+01  1.29989288e+01
  9.59567542e+00  5.64354243e+00 -8.93897524e-01  3.28651781e+00
  8.00427226e+00  1.26638867e+01  1.64489786e+01  2.03492232e+01
  1.95481129e+01  1.70905639e+01  1.35777548e+01  9.77120558e+00
  5.91901932e+00  2.00984701e+00 -5.88008396e+00 -9.88350560e+00
 -1.65151885e+01 -1.79004345e+01 -1.47319485e+01 -1.10659112e+01
 -7.49868295e+00 -5.52910192e+00 -5.22591097e+00 -5.56884669e+00
 -5.68746280e+00 -5.66782938e+00 -5.75134343e+00 -5.82759907e+00
 -6.08587392e+00 -6.71875004e+00 -6.57947738e+00 -6.30997058e+00
 -6.46294236e+00 -7.50154558e+00 -9.05362135e+00 -1.01231455e+01
 -8.86089016e+00 -3.14364286e+00  3.57383785e-01  4.21017938e+00
  4.01831940e+00]"
